dt,x,y,position,velocity,acceleration,jerk,heading
0.050000,13.658263,23.889758,13.661833,3.929753,-0.035630,-0.000094,0.035300
0.050000,13.854527,23.897015,13.858231,3.927971,-0.035629,0.000022,0.038634
0.050000,14.050677,23.904932,14.054541,3.926190,-0.035621,0.000147,0.042052
0.050000,14.246709,23.913522,14.250761,3.924410,-0.035607,0.000281,0.045551
0.050000,14.442621,23.922803,14.446893,3.922630,-0.035586,0.000425,0.049133
0.050000,14.638409,23.932788,14.642936,3.920853,-0.035557,0.000580,0.052797
0.050000,14.834070,23.943494,14.838889,3.919077,-0.035520,0.000744,0.056543
0.050000,15.029601,23.954936,15.034755,3.917303,-0.035474,0.000918,0.060372
0.050000,15.224997,23.967129,15.230531,3.915532,-0.035419,0.001103,0.064282
0.050000,15.420256,23.980088,15.426219,3.913764,-0.035354,0.001298,0.068274
0.050000,15.615373,23.993828,15.621819,3.912000,-0.035279,0.001503,0.072348
0.050000,15.810344,24.008365,15.817331,3.910241,-0.035193,0.001719,0.076504
0.050000,16.005165,24.023712,16.012756,3.908486,-0.035096,0.001946,0.080740
0.050000,16.199831,24.039886,16.208093,3.906737,-0.034986,0.002184,0.085058
0.050000,16.394338,24.056900,16.403342,3.904993,-0.034865,0.002432,0.089456
0.050000,16.588681,24.074769,16.598505,3.903257,-0.034730,0.002692,0.093935
0.050000,16.782855,24.093508,16.793581,3.901528,-0.034582,0.002962,0.098494
0.050000,16.976855,24.113131,16.988572,3.899807,-0.034420,0.003242,0.103132
0.050000,17.170677,24.133652,17.183476,3.898095,-0.034243,0.003533,0.107850
0.050000,17.364314,24.155086,17.378296,3.896392,-0.034052,0.003834,0.112646
0.050000,17.557761,24.177446,17.573031,3.894700,-0.033844,0.004146,0.117521
0.050000,17.751012,24.200746,17.767682,3.893019,-0.033621,0.004467,0.122474
0.050000,17.944062,24.225000,17.962250,3.891350,-0.033381,0.004798,0.127504
0.050000,18.136904,24.250222,18.156734,3.889693,-0.033124,0.005138,0.132610
0.050000,18.329533,24.276424,18.351137,3.888051,-0.032850,0.005487,0.137793
0.050000,18.521941,24.303620,18.545458,3.886423,-0.032558,0.005845,0.143051
0.050000,18.714124,24.331823,18.739698,3.884811,-0.032247,0.006211,0.148384
0.050000,18.906073,24.361046,18.933859,3.883215,-0.031918,0.006585,0.153790
0.050000,19.097782,24.391300,19.127941,3.881636,-0.031569,0.006966,0.159270
0.050000,19.289244,24.422599,19.321945,3.880076,-0.031202,0.007353,0.164821
0.050000,19.480453,24.454954,19.515872,3.878536,-0.030815,0.007746,0.170445
0.050000,19.671400,24.488378,19.709722,3.877015,-0.030407,0.008144,0.176138
0.050000,19.862080,24.522882,19.903498,3.875516,-0.029980,0.008547,0.181901
0.050000,20.052483,24.558476,20.097200,3.874040,-0.029532,0.008953,0.187732
0.050000,20.242603,24.595173,20.290829,3.872586,-0.029064,0.009363,0.193631
0.050000,20.432432,24.632984,20.484387,3.871158,-0.028576,0.009773,0.199595
0.050000,20.621962,24.671918,20.677875,3.869754,-0.028066,0.010187,0.205625
0.050000,20.811186,24.711985,20.871294,3.868377,-0.027536,0.010598,0.211718
0.050000,21.000094,24.753197,21.064645,3.867028,-0.026986,0.011011,0.217874
0.050000,21.188679,24.795562,21.257931,3.865707,-0.026415,0.011420,0.224091
0.050000,21.376933,24.839089,21.451151,3.864416,-0.025823,0.011827,0.230368
0.050000,21.564848,24.883789,21.644309,3.863156,-0.025212,0.012231,0.236703
0.050000,21.752415,24.929668,21.837406,3.861927,-0.024581,0.012628,0.243095
0.050000,21.939625,24.976737,22.030442,3.860730,-0.023930,0.013021,0.249542
0.050000,22.126470,25.025001,22.223420,3.859567,-0.023259,0.013405,0.256044
0.050000,22.312942,25.074470,22.416342,3.858439,-0.022570,0.013781,0.262597
0.050000,22.499031,25.125151,22.609210,3.857346,-0.021863,0.014148,0.269201
0.050000,22.684730,25.177049,22.802024,3.856289,-0.021138,0.014505,0.275854
0.050000,22.870029,25.230172,22.994788,3.855269,-0.020395,0.014849,0.282554
0.050000,23.054919,25.284526,23.187502,3.854287,-0.019636,0.015182,0.289300
0.050000,23.239393,25.340116,23.380169,3.853344,-0.018861,0.015499,0.296089
0.050000,23.423440,25.396948,23.572791,3.852440,-0.018071,0.015801,0.302920
0.050000,23.607052,25.455027,23.765370,3.851577,-0.017266,0.016090,0.309791
0.050000,23.790221,25.514356,23.957908,3.850755,-0.016449,0.016359,0.316700
0.050000,23.972937,25.574941,24.150406,3.849974,-0.015618,0.016610,0.323646
0.050000,24.155192,25.636784,24.342868,3.849235,-0.014776,0.016846,0.330625
0.050000,24.336977,25.699890,24.535295,3.848539,-0.013923,0.017058,0.337637
0.050000,24.518284,25.764261,24.727689,3.847886,-0.013060,0.017250,0.344679
0.050000,24.713332,25.834455,24.934984,4.145892,5.960115,119.463503,0.337878
0.050000,24.936866,25.908968,25.170610,4.712529,11.332749,107.452689,0.304881
0.050000,25.169211,25.977247,25.412780,4.843389,2.617207,-174.310840,0.265820
0.050000,25.412396,26.037530,25.663325,5.010905,3.350303,14.661906,0.218998
0.050000,25.669047,26.087230,25.924744,5.228375,4.349410,19.982155,0.162096
0.050000,25.942478,26.122406,26.200428,5.513692,5.706332,27.138429,0.091966
0.050000,26.236552,26.136923,26.494861,5.888648,7.499118,35.855732,0.004441
0.050000,26.554792,26.121240,26.813487,6.372521,9.677472,43.567082,6.177639
0.050000,26.897633,26.061397,27.161512,6.960498,11.759534,41.641232,6.040325
0.050000,27.256715,25.940532,27.540389,7.577537,12.340782,11.624967,5.874294
0.050000,27.608995,25.747148,27.942258,8.037395,9.197164,-62.872372,5.686832
0.050000,27.921497,25.488034,28.348210,8.119039,1.632877,-151.285727,5.495561
0.050000,28.170348,25.189271,28.737037,7.776536,-6.850052,-169.658580,5.320259
0.050000,28.352916,24.879427,29.096668,7.192615,-11.678431,-96.567593,5.172148
0.050000,28.480658,24.576021,29.425869,6.584021,-12.171875,-9.868872,5.052335
0.050000,28.567624,24.285594,29.729038,6.063372,-10.412978,35.177930,4.956701
0.050000,28.625177,24.008816,30.011736,5.653960,-8.188248,44.494613,4.880065
0.050000,28.661340,23.744200,30.278811,5.341516,-6.248870,38.787549,4.817918
0.050000,28.681565,23.489802,30.534012,5.104007,-4.750192,29.973561,4.766781
0.050000,28.689571,23.243832,30.780112,4.922013,-3.639876,22.206318,4.724077
0.050000,28.686840,22.991843,31.032116,5.040077,2.361280,120.023119,4.675850
0.050000,28.667285,22.715415,31.309235,5.542370,10.045864,153.691692,4.604389
0.050000,28.616533,22.401196,31.627526,6.365833,16.469260,128.467917,4.494712
0.050000,28.495863,22.019532,32.027812,8.005703,32.797388,326.562550,4.308727
0.050000,28.194071,21.545337,32.589897,11.241709,64.720127,638.454779,3.970964
0.050000,27.596373,21.147627,33.307822,14.358497,62.335769,-47.687148,3.484761
0.050000,27.007180,21.057210,33.903912,11.921798,-48.733977,-2221.394921,3.114824
0.050000,26.607290,21.108179,34.307037,8.062507,-77.185825,-569.036961,2.926187
0.050000,26.323849,21.184464,34.600564,5.870542,-43.839314,666.930227,2.839502
0.050000,26.106137,21.256433,34.829863,4.585983,-25.691167,362.962942,2.812366
0.050000,25.937559,21.312949,35.007663,3.555984,-20.599993,101.823476,2.832920
0.050000,25.825438,21.345174,35.124323,2.333211,-24.455457,-77.109290,2.910061
0.050000,25.810517,21.349489,35.139855,0.310638,-40.451448,-319.919822,3.080971
0.050000,25.977967,21.371611,35.308760,3.378105,61.349331,2036.015596,3.423250
0.050000,25.868850,21.329524,35.425713,2.339058,-20.780935,-1642.605333,3.500130
0.050000,25.692230,21.262292,35.614697,3.779678,28.812391,991.866533,3.510329
0.050000,25.515295,21.192965,35.804729,3.800639,0.419220,-567.863419,3.519558
0.050000,25.338000,21.121702,35.995810,3.821618,0.419590,0.007391,3.527816
0.050000,25.160294,21.048666,36.187939,3.842590,0.419436,-0.003076,3.535103
0.050000,24.982123,20.974017,36.381116,3.863536,0.418921,-0.010306,3.541420
0.050000,24.803428,20.897921,36.575338,3.884445,0.418187,-0.014684,3.546770
0.050000,24.624148,20.820543,36.770604,3.905313,0.417357,-0.016601,3.551153
0.050000,24.444217,20.742050,36.966911,3.926140,0.416534,-0.016450,3.554573
0.050000,24.263566,20.662610,37.164258,3.946930,0.415803,-0.014619,3.557030
0.050000,24.082122,20.582394,37.362642,3.967692,0.415229,-0.011488,3.558525
0.050000,23.899812,20.501573,37.562064,3.988434,0.414857,-0.007430,3.559061
0.050000,23.716558,20.420322,37.762522,4.009170,0.414717,-0.002810,3.558636
0.050000,23.532283,20.338817,37.964018,4.029911,0.414817,0.002011,3.557252
0.050000,23.346906,20.257238,38.166551,4.050669,0.415151,0.006672,3.554906
0.050000,23.160346,20.175768,38.370124,4.071453,0.415692,0.010812,3.551598
0.050000,22.972524,20.094592,38.574738,4.092273,0.416395,0.014068,3.547326
0.050000,22.783358,20.013902,38.780394,4.113133,0.417198,0.016067,3.542088
0.050000,22.592770,19.933890,38.987096,4.134034,0.418020,0.016430,3.535882
0.050000,22.400683,19.854757,39.194845,4.154972,0.418758,0.014770,3.528707
0.050000,22.207024,19.776705,39.403641,4.175936,0.419293,0.010697,3.520561
0.050000,22.014872,19.701166,39.610107,4.129319,-0.932349,-27.032845,3.511599
0.050000,21.827910,19.629659,39.810278,4.003413,-2.518113,-31.715287,3.502060
0.050000,21.646746,19.562390,40.003528,3.864991,-2.768454,-5.006820,3.492072
0.050000,21.471523,19.499346,40.189747,3.724386,-2.812094,-0.872793,3.481734
0.050000,21.302389,19.440486,40.368830,3.581671,-2.854297,-0.844063,3.471144
0.050000,21.139496,19.385741,40.540677,3.436924,-2.894942,-0.812896,3.460397
0.050000,20.983000,19.335016,40.705188,3.290229,-2.933897,-0.779094,3.449583
0.050000,20.833055,19.288200,40.862272,3.141678,-2.971029,-0.742652,3.438788
0.050000,20.689812,19.245161,41.011840,2.991367,-3.006216,-0.703738,3.428093
0.050000,20.553421,19.205754,41.153810,2.839399,-3.039350,-0.662669,3.417574
0.050000,20.424024,19.169820,41.288104,2.685882,-3.070344,-0.619878,3.407304
0.050000,20.301756,19.137195,41.414651,2.530925,-3.099137,-0.575877,3.397350
0.050000,20.186744,19.107707,41.533383,2.374640,-3.125698,-0.531221,3.387772
0.050000,20.079107,19.081181,41.644240,2.217139,-3.150022,-0.486470,3.378628
0.050000,19.978955,19.057444,41.747166,2.058533,-3.172130,-0.442162,3.369967
0.050000,19.886387,19.036324,41.842113,1.898929,-3.192069,-0.398781,3.361837
0.050000,19.801494,19.017654,41.929034,1.738434,-3.209906,-0.356743,3.354279
0.050000,19.724356,19.001276,42.007892,1.577148,-3.225725,-0.316379,3.347329
0.050000,19.655045,18.987039,42.078650,1.415167,-3.239622,-0.277929,3.341019
0.050000,19.593623,18.974804,42.141279,1.252582,-3.251698,-0.241536,3.335378
0.050000,19.540143,18.964446,42.195753,1.089479,-3.262061,-0.207256,3.330429
0.050000,19.494650,18.955852,42.242050,0.925938,-3.270814,-0.175055,3.326193
0.050000,19.457184,18.948924,42.280152,0.762035,-3.278055,-0.144821,3.322686
0.050000,19.427773,18.943581,42.310044,0.597842,-3.283874,-0.116376,3.319922
0.050000,19.406442,18.939758,42.331715,0.433424,-3.288348,-0.089483,3.317911
0.050000,19.393206,18.937408,42.345157,0.268847,-3.291541,-0.063855,3.316661
0.050000,19.388077,18.936502,42.350366,0.104172,-3.293499,-0.039173,3.316176
0.050000,19.387540,18.936408,42.350912,0.010909,-1.865271,28.564569,3.316126
0.050000,19.387540,18.936408,42.350912,0.000000,-0.218172,32.941978,3.316126
